respondent_id,question_text,item,answer,other_text
84,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
85,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Ja,
86,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
87,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
88,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
89,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
90,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
91,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
92,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
93,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
94,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
95,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
96,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Ja,
97,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Ja,
98,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
99,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
100,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Nein,
101,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
102,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
103,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Funktionsumfang des Produktes eingeschränkt.,Keine Antwort,
1,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
2,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
3,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
4,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
5,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
6,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
7,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
8,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
9,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
10,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
11,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
12,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
13,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
14,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
15,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
16,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
17,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
18,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
19,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
20,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
21,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
22,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
23,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
24,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
25,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
26,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
27,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
28,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
29,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
30,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
31,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
32,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
33,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
34,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
35,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
36,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
37,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
38,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
39,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
40,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
41,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
42,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
43,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
44,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
45,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
46,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
47,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
48,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
49,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
50,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
51,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
52,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
53,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
54,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
55,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
56,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
57,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
58,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
59,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
60,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
61,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
62,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
63,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
64,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
65,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
66,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
67,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
68,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
69,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
70,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
71,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
72,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
73,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
74,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
75,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
76,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
77,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
78,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
79,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
80,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
81,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
82,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
83,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
84,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
85,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
86,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
87,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
88,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
89,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
90,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
91,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
92,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
93,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
94,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
95,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
96,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
97,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Ja,
98,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
99,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
100,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Nein,
101,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
102,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
103,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird die Produzierbarkeit des Produktes eingeschränkt.,Keine Antwort,
1,Stimmen Sie nachfolgenden Aspekten im Kontext des Produktdesigns in Ihrem Unternehmen zu?,Durch die Berücksichtigung der Demontierbarkeit im Produktdesign wird der Preis des Produktes erhöht.,Keine Antwort,
