respondent_id,question_text,item,answer
44,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
45,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
46,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
47,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
48,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
49,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
50,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
51,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
52,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
53,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
54,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
55,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
56,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
57,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
58,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
59,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
60,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
61,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
62,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
63,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
64,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
65,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
66,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
67,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,1
68,In welchen Lebenszyklusphasen bzw. Elementen des zirkulären Wertschöpfungsprozesses erwarten Sie den größten Mehrwert durch Industrie 4.0-Technologien? (Mehrfachauswahl möglich)  1.   Geschäftsmodelle 2.   Produktdesign 3.   Herstellung von Neuprodukten 4.   Produktionssteuerung 5.   Produktnutzung 6.   Rückführungslogistik und Materialbereitstellung 7.   Demontage und Befundung 8.   Aufbereitung 9.   Remontage 10. Qualitätsprüfung,,
1,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
2,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
3,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
4,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,barcode und QR Code
5,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"bessere Verfolgbarkeit des Produktes vor, während und nach der Produktion sowie im Nutzen"
6,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
7,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"Einfache, kostengünstige Nachverfolgung"
8,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Leichtere Bewertung von Rückläufern; Nachverfolgbarkeit welche Komponenten in einen Neuprodukt wiederaufbereitet oder neuwertig sind.
9,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
10,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Effizienzsteigerung
11,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
12,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"Identifikation, was in einem Gebäude verbaut ist"
13,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
14,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
15,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Steuerung Materialfluss bei Neuprodukten und Aufbereitung
16,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Schnelle Datenerfassung
17,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Traceability der Produkten/ Komponenten
18,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
19,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
20,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"Transparenz, Liefertermintreue"
21,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Eindeutige Zuordnung von Daten
22,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Rfid
23,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
24,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Schnelle Rückverfolgbarkeit
25,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
26,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
27,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Einfachere Produktionssteuerung durch wenigere Schnittstellen.
28,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,S
29,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Effizienz- und Qualitätssteigerung in Produktion und Remanufacturing/Repair
30,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
31,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,QR Code
32,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Rückverfolgbarkeir
33,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Identifikation / Basis für DPP
34,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Chargenüberwachung in der Produktion
35,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"Lokalisierung, Nachverfolgbarkeit"
36,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
37,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
38,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
39,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,-
40,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Barcode
41,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Na
42,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Bahnhof
43,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Serialisierung z.B. via sGTIN -> Rückverfolgbarkeit auf Einzelproduktebene
44,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Identifikation
45,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Qualitätskostenverbesserung (Reduzierung)
46,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Übersicht zu den verbauten Rohstoffen
47,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Barcode
48,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
49,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
50,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
51,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
52,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
53,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
54,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,"Produktionsüberwachung, Transparenz, Durchlaufzeiten und Taktzeiten und Rückverfolgbarkeit"
55,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Keine Antwort
56,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
57,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Frühzeitig vorbereitet zu sein auf Herausforderungen aus der Regulatorik und veränderter Kundenerwartungen
58,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Verbesserung der Pro-Kopf Marge durch effizientere Prozesse
59,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
60,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Keine
61,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Identifikation der Produktchargen mit einer geringeren Qualität
62,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Rückverfolgbarkeit von Produktablehnungen
63,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,digitaler Zwilling des Produktlebens
64,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Keine
65,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,
66,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,Qualitätssteigerung
67,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,all
68,Welche konkreten Mehrwerte versprechen Sie sich durch den Einsatz von Industrie 4.0-Technologien?,,eindeutige Zuordnung
1,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Keine Antwort
2,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
3,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
4,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
5,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
6,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
7,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
8,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
9,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
10,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Mittleres Hemmnis
11,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Keine Antwort
12,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
13,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
14,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Keine Antwort
15,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
16,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
17,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
18,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
19,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
20,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
21,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
22,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Geringes Hemmnis
23,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
24,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
25,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
26,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Keine Antwort
27,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
28,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
29,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Kein Hemmnis
30,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Sehr starkes Hemmnis
31,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Mittleres Hemmnis
32,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Mittleres Hemmnis
33,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Starkes Hemmnis
34,In welchem Maß stellen die folgenden Punkte ein Hemmnis für die Umsetzung von Kreislaufwirtschaft in Ihrem Unternehmen dar?,"Fehlende Informationen zum Ressourcenbedarf (Material, Energie,…) für die Produktaufbereitung",Keine Antwort
